datetime,N_PM25,LC_PM25
2018-12-08 17:00:00+00:00,14.3,19.85714340209961
2018-12-08 18:00:00+00:00,16.7,17.285715103149414
2018-12-08 19:00:00+00:00,18.1,16.428571701049805
2018-12-08 20:00:00+00:00,20.3,15.999999046325684
2018-12-08 21:00:00+00:00,24.5,15.999998092651367
2018-12-08 22:00:00+00:00,21.2,16.85714340209961
2018-12-08 23:00:00+00:00,17.2,22.571430206298828
2018-12-09 00:00:00+00:00,20.5,26.14285659790039
2018-12-09 01:00:00+00:00,23.2,24.857141494750977
2018-12-09 02:00:00+00:00,22.7,31.14285659790039
2018-12-09 03:00:00+00:00,18.6,17.14285659790039
2018-12-09 04:00:00+00:00,19.5,26.857141494750977
2018-12-09 05:00:00+00:00,21.4,29.857141494750977
2018-12-09 06:00:00+00:00,20.0,29.999998092651367
2018-12-09 07:00:00+00:00,21.7,29.14285659790039
2018-12-09 08:00:00+00:00,19.9,24.714284896850582
2018-12-09 09:00:00+00:00,20.5,28.14285659790039
2018-12-09 10:00:00+00:00,19.5,26.28571510314941
2018-12-09 11:00:00+00:00,16.4,27.42856979370117
2018-12-09 12:00:00+00:00,14.9,28.42856979370117
2018-12-09 13:00:00+00:00,14.4,28.57142639160156
2018-12-09 14:00:00+00:00,14.9,31.57142639160156
2018-12-09 15:00:00+00:00,13.1,18.857141494750977
2018-12-09 16:00:00+00:00,13.2,18.14285659790039
2018-12-09 17:00:00+00:00,13.9,18.142858505249023
2018-12-09 18:00:00+00:00,14.2,17.428571701049805
2018-12-09 19:00:00+00:00,14.2,18.0
2018-12-09 20:00:00+00:00,15.1,18.999998092651367
2018-12-09 21:00:00+00:00,17.0,16.714284896850586
2018-12-09 22:00:00+00:00,18.6,19.142858505249023
2018-12-09 23:00:00+00:00,19.9,19.28571319580078
2018-12-10 00:00:00+00:00,15.5,19.14285659790039
2018-12-10 01:00:00+00:00,23.0,22.857141494750977
2018-12-10 02:00:00+00:00,21.6,25.14285659790039
2018-12-10 03:00:00+00:00,18.4,27.0
2018-12-10 04:00:00+00:00,18.3,26.428571701049805
2018-12-10 05:00:00+00:00,23.4,14.857141494750977
2018-12-10 06:00:00+00:00,24.1,33.14285659790039
2018-12-10 07:00:00+00:00,28.4,29.28571319580078
2018-12-10 08:00:00+00:00,27.9,23.142858505249023
2018-12-10 09:00:00+00:00,20.4,25.000001907348636
2018-12-10 10:00:00+00:00,19.7,33.42856979370117
2018-12-10 11:00:00+00:00,19.0,30.857141494750977
2018-12-10 12:00:00+00:00,17.6,40.85714340209961
2018-12-10 13:00:00+00:00,15.4,37.14285659790039
2018-12-10 14:00:00+00:00,15.2,22.71428680419922
2018-12-10 15:00:00+00:00,17.8,25.571428298950195
2018-12-10 16:00:00+00:00,21.4,23.000001907348636
2018-12-10 17:00:00+00:00,18.1,21.000001907348636
2018-12-10 18:00:00+00:00,20.7,17.71428680419922
2018-12-10 19:00:00+00:00,21.2,21.857141494750977
2018-12-10 20:00:00+00:00,18.9,39.00000381469727
2018-12-10 21:00:00+00:00,23.7,23.571428298950195
2018-12-10 22:00:00+00:00,25.2,22.71428680419922
2018-12-10 23:00:00+00:00,24.2,28.42856979370117
2018-12-11 00:00:00+00:00,22.4,26.14285659790039
2018-12-11 01:00:00+00:00,21.2,25.28571510314941
2018-12-11 02:00:00+00:00,21.3,30.71428680419922
2018-12-11 03:00:00+00:00,25.1,32.71428680419922
2018-12-11 04:00:00+00:00,21.2,24.428571701049805
2018-12-11 05:00:00+00:00,22.1,29.57142639160156
2018-12-11 06:00:00+00:00,26.9,26.571428298950195
2018-12-11 07:00:00+00:00,33.2,27.857141494750977
2018-12-11 08:00:00+00:00,33.5,32.28571319580078
2018-12-11 09:00:00+00:00,26.3,23.428571701049805
2018-12-11 10:00:00+00:00,24.5,28.42856979370117
2018-12-11 11:00:00+00:00,19.7,33.42857360839844
2018-12-11 12:00:00+00:00,18.0,44.0
2018-12-11 13:00:00+00:00,14.8,37.142852783203125
2018-12-11 14:00:00+00:00,14.6,33.85714340209961
2018-12-11 15:00:00+00:00,14.9,27.0
2018-12-11 16:00:00+00:00,14.8,29.85714340209961
2018-12-11 17:00:00+00:00,16.6,20.857141494750977
2018-12-11 18:00:00+00:00,17.5,17.428571701049805
2018-12-11 19:00:00+00:00,17.4,18.428571701049805
2018-12-11 20:00:00+00:00,16.4,18.571428298950195
2018-12-11 21:00:00+00:00,15.9,18.14285659790039
2018-12-11 22:00:00+00:00,15.4,19.71428680419922
2018-12-11 23:00:00+00:00,14.4,24.14285659790039
2018-12-12 00:00:00+00:00,19.0,23.0
2018-12-12 01:00:00+00:00,21.7,22.0
2018-12-12 02:00:00+00:00,20.5,20.142858505249023
2018-12-12 03:00:00+00:00,20.5,21.714284896850582
2018-12-12 04:00:00+00:00,20.0,19.428571701049805
2018-12-12 05:00:00+00:00,24.5,29.28571128845215
2018-12-12 06:00:00+00:00,26.7,28.57142639160156
2018-12-12 07:00:00+00:00,26.9,28.14285659790039
2018-12-12 08:00:00+00:00,29.4,28.857141494750977
2018-12-12 09:00:00+00:00,27.9,29.14285659790039
2018-12-12 10:00:00+00:00,21.0,35.57142639160156
2018-12-12 11:00:00+00:00,18.4,37.28571319580078
2018-12-12 12:00:00+00:00,16.4,41.28571319580078
2018-12-12 13:00:00+00:00,15.3,41.00000381469727
2018-12-12 14:00:00+00:00,15.9,33.57143020629883
2018-12-12 15:00:00+00:00,14.6,28.857141494750977
2018-12-12 16:00:00+00:00,15.6,24.14285659790039
2018-12-12 17:00:00+00:00,17.7,21.28571510314941
2018-12-12 18:00:00+00:00,17.7,15.85714340209961
2018-12-12 19:00:00+00:00,17.8,20.142858505249023
